id	sentence1	sentence2	score
563	Bremer said one initiative is to launch a US$70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.	Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details.	3.678925633430481
564	I've had this same problem.	I've had this problem while working in a pubs.	2.8251859545707703
565	It depends on what they are.	It depends on what they are evaluating, and how.	1.9752117991447449
566	A man is putting garlic on some bread slices.	A man is sprinkling seasoning on several split and buttered loaves of bread.	2.465079426765442
567	A gray cat laying on a brown table.	A grey cat lying on a wooden table.	4.454685747623444
568	A woman is slicing ginger.	A woman is cutting potatoes.	1.957872211933136
569	A panda bear is chewing on a stick.	A baby panda plays with a stick.	3.6384525895118713
570	Navistar shares were down 44 cents, or 1.1 percent, at $41.19 on the New York Stock Exchange after falling as low as $39.93.	Navistar shares rose a penny to $41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $39.93.	3.326229155063629
571	Two women in a clothing store.	Two women in a sailboat.	1.8705615401268005
572	Sony Ericsson also said it would shut down its GSM/UMTS R&D center in Munich, Germany, to increase profitability.	Sony Ericsson also said it plans to close its R&D site in Munich, Germany, for GSM and UMTS handsets.	3.9543652534484863
573	Kodak expects earnings of 5 cents to 25 cents a share in the quarter.	Analysts surveyed by Thomson First Call had expected Kodak to earn 68 cents a share for the quarter.	1.445656269788742
574	A close-up of a gray cat with green eyes.	A close-up of a cat on a cream sofa.	2.399081140756607
575	I'm going to be very direct here.	I'm going to be blunt, here: You don't.	0.8915984630584717
576	Now you don't have to be perfect on every answer.	You don't have to know.	1.4675118029117584
577	Two brown dogs runs through the water.	Two brown dogs running through water.	4.91771787405014
578	There are two things to consider:	I think there are two important things to consider:	4.462136924266815
579	A brown and white dog is running through the snow.	a brown and white dog is running on the grass.	2.9248633980751038
580	The lady looks sad because no one is buying her wares.	The lady is selling things.	2.348475158214569
581	Two dogs and one cat sitting on couch.	Two dogs and a cat resting on a couch.	4.504433870315552
582	Under Mexican law, bounty hunting is considered a form of kidnapping.	Bounty hunting is illegal in Mexico, and the bounty hunter was charged with kidnapping.	4.324624836444855
583	A little boy hits a golf ball.	The little boy swung at the golf ball.	4.483741521835327
584	A boy studies a calendar.	A boy is looking at a calendar.	4.561030268669128
585	A man is playing a guitar.	A man is eating pasta.	0.22255828604102135
586	A tan girl in a floral bikini is swimming in dark blue waters.	a little girl in a flowered bathingsuit runs through the sand at the beach	2.615266740322113
587	A boy is very close to a girl.	A girl is close to a boy whose face is not shown.	3.810625672340393
588	The birds are swimming in the water.	Birds fly low over water.	3.196232318878174
589	A black dog running into the water.	A black dog running through water.	4.816568493843079
590	The dogs play in the snow on hind legs.	Two dogs play in the snow.	4.209064245223999
591	"My answer to your question is ""Probably Not""."	The answer to your question is not really.	2.4094970524311066
592	A woman is dicing some peeled potatoes cut into thick strips.	A woman is chopping a peeled potato into slices.	4.119124710559845
593	The cat is drinking milk.	A white cat is licking and drinking milk kept on a plate.	3.4797802567481995
594	A black and white photo of a man driving a car and someone with a motorcycle.	A black and white photo of a man in a classic car and a man with a classic motorcycle.	4.159380197525024
595	I would say you can do it, but it wouldn't be advised.	I would say it is impossible to know, so don't risk it.	1.7506200075149536
596	Girls are holding hands in blue clothes	The young people are wearing jeans with their red and green shirts.	1.177048534154892
597	This is not a good idea.	This sound like a very bad idea.	3.1917166709899902
598	It makes absolutely NO difference.	No, it makes no difference.	4.07257080078125
599	A man is eating a food.	A man is eating a piece of bread.	3.6212414503097534
600	Two little girls talk on the telephone.	Two couple are talking with each other.	2.6579642295837402
601	A woman plays the flute.	A woman is playing the flute.	4.971335530281067
602	You also imply you may not be paid if they cannot place you with a client.	You can do it, but you might not be a professor.	1.4607088267803192
603	Barbini's comments came Tuesday, the second day of the Ministerial Conference and Expo on Agricultural Science and Technology.	U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.	2.6537835597991943
604	Elderly woman sitting on red patterned couch with her arm around younger woman.	Two women sitting on couch posing for camera.	2.669644057750702
605	You need to read a lot to know what you like and what you don't.	You have to decide how much you want to demand, and what unmet demands you can live with.	1.233607605099678
606	If your long stay visa for Switzerland is valid, then you will not need a transit visa.	You do not need a transit visa, but to enter Zurich you will need a visa.	4.013493061065674
607	Two women give a demonstration at a Renaissance Fair.	Two people are doing a demonstration at a renaissance fair.	4.365924298763275
608	The two kids look at the products sold inside the subway shop.	The kids are stealing from a store.	2.459743022918701
609	The industry's largest association is urging its members not call the more than 50 million home and cellular numbers on the list.	Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.	3.7907660007476807
610	A man is playing a flute.	A man is playing a guitar.	1.7932438850402832
611	Box cutters were used as a weapon by the Sept. 11, 2001, hijackers and have since been banned as carry-on items.	Box cutters were the weapons used by the 19 hijackers in the Sept. 11, 2001, attacks.	4.021704196929932
612	I think there isn't a general answer.	I don't think there is an answer for this.	3.0106645822525024
613	A man is speaking.	A man is cooking.	0.7231704145669937
614	A man and a dog on rocks on a beach.	A man and dog on a rocky seashore.	3.8998782634735107
615	You need to read a lot to know what you like and what you don't.	You should tell a good story and sometimes you have to tweak reality/history to do so.	1.5250861644744873
616	There are a few things you can do: 	There are a few things you need to consider:	2.980917990207672
617	I'm afraid we are out of luck in this one.	I think this is one of those things where you are just out of luck.	2.9238539934158325
618	A black dog standing in the grass near a volleyball.	A brown and black down with a blue collar near a soccer ball on a grassy field.	2.164309173822403
619	Unfortunately the answer to your question is we simply do not know.	The answer to your question is not really.	2.08141028881073
620	A man is kicking pots of water.	A man is turning foods.	1.5243783593177795
621	the man is planning to shoot a wedding	the woman is going to a wedding.	3.18081796169281
622	A young blonde girl wearing a helmet sits with a red bicycle behind her.	A young girl wearing a bike helmet with a bicycle in the background.	4.064290225505829
623	Two women sitting in chairs in a shop.	Two women are sitting in a cafe.	2.7357345819473267
624	A brown dog is running through the field.	a brown dog with his tongue wagging as he runs through a field	3.991387188434601
625	A band is playing on stage.	A woman is dancing on a stage.	2.3555293679237366
626	Home office space with bright green walls and artwork.	Small office space with bright green walls.	4.326992630958557
627	The lady peeled the potatoe.	A woman is peeling a potato.	4.033213555812836
628	You answered your own question.	You've answered your own question already.	4.030029773712158
629	A man is playing the piano.	A man played the guitar.	2.1534791588783264
630	Joe Kernan, who had been lieutenant governor for the past seven years, was sworn in as governor after O'Bannon died Saturday.	Kernan, who was O'Bannon's lieutenant governor, friend and political partner, was sworn in six hours after O'Bannon died Saturday.	3.743135631084442
631	We are expending all available resources toward the investigation, said Assistant U.S. Attorney Todd Greenberg, a counterterrorism prosecutor in Seattle.	We are aware of the situation, said Assistant US Attorney Todd Greenberg, a counter-terrorism prosecutor in Seattle.	3.194310963153839
632	people getting their dirty clothes cleaned	People are getting their clothes cleaned.	4.721752405166626
633	The driver of the truck escaped and is now being sought by the police, Supoyo said.	But police say the driver of the truck has not been found and is wanted for questioning.	2.9985296726226807
634	A dog is barking at a toy.	The little dog barked at the electronic toy.	3.821166753768921
635	A man is spitting.	A man is talking.	0.8847077190876007
636	A woman is frying ground meat.	A man is cutting a trunk with an axe.	0.07763749919831753
637	It's also a matter of taste.	It's mostly a matter of taste.	4.350365996360779
638	As soon as possible.	Start them as early as possible.	1.9130554795265198
639	It depends entirely on your company and your contract.	I guess it depends on the nature of your contract.	4.371345043182373
640	A man is cutting apple by his hand.	A man is cutting carpet with a knife.	2.334250509738922
641	A woman is talking to her pet bunny as she fondles it.	A woman walks her dog onto astro turf.	1.2877276539802551
642	I did this one time as well.	I have this habit as well.	2.424110621213913
643	Home office space with bright green walls and artwork.	An office with multiple desks and green walls.	3.7152791023254395
644	A brown duck and white duck stand on the grass.	Brown and white ducks walking on green grass.	3.9733755588531494
645	A man is doing exercise.	A baby is laughing.	-0.4358089715242386
646	Three little girls are sitting on the grass.	Two poodles are running through the snow.	-0.44032201170921326
647	In the first case, I think you don't need it.	So I don't think you need to put it on the cover.	2.2130677103996277
648	There are a few things I think you should do.	There are a few minimally-effective things you can do at the personal level.	1.5579192340373993
649	A man is singing and playing a guitar.	A man is playing a guitar.	3.788975179195404
650	Yes, there is at least one to my knowledge.	To my knowledge, there's no time requirement.	0.8103891462087631
651	A man is playing a guitar.	A man is playing a guitar and singing.	3.76880943775177
652	The ballerina is dancing.	A man is dancing.	3.4420132637023926
653	Kyi, a U.N. envoy says, as Japan adds to growing international pressure by saying it will halt its hefty economic aid unless Suu Kyi is freed.	JAPAN added to growing international pressure on Burma yesterday, threatening to halt its hefty economic aid unless the military government released pro-democracy leader Aung San Suu Kyi.	4.065287709236145
654	"So was Edie Falco, the critically praised co-star of ""Frankie and Johnny."""	"Edie Falco was not nominated for ""Frankie and Johnny."""	3.534378409385681
655	It's not a good idea.	It's a good question.	1.3815407454967499
656	A dark brown horse standing in a field.	A brown horse in a green field.	4.03575986623764
657	Yes, it's probably a good idea to renew your passport.	It's a good idea.	1.764763593673706
658	A tan puppy on a carpeted floor.	Tan puppy lying down on white carpeting.	4.281018674373627
659	If you are not sure how to do it, don't do it at all.	You don't, it will not work.	1.508256047964096
660	The House has passed prescription-drug legislation in the last two sessions, but the Senate has failed to do so.	The House has passed bills the past two Congresses, but the Senate has not.	2.866276502609253
661	A light-colored dog runs through the grass.	A dog runs through the grass.	4.7365400195121765
662	It depends on what you want to do next, and where you want to do it.	You need to pick how and where you want to place your foot and do it.	1.2965157628059387
663	a grey dog swimming through a river with a stick in his mouth	Dog swimming through water carrying stick in its mouth	3.8049328327178955
664	Someone is reading an email.	A man is reading his email.	4.547066390514374
665	A woman wearing large sunglasses holds newspapers in both hands.	A fat woman wearing faint blue top is blowing soap bubble.	0.9313029795885086
666	A man is working on his farm.	An old guy is working on his farm and a cow kicks him.	3.080134093761444
667	A man sitting in a back yard playing the guitar.	A man riding on the back of an orange SUV.	0.9484913945198059
668	A person is adding food in a pan.	A man is dancing in the street.	0.24811845272779465
669	The cats are running through the grass.	Some dogs running through the park.	1.5799760818481445
670	The best thing you can do is to know your stuff.	The best thing you can do is find something else interesting to do while you wait on hold.	1.880941092967987
671	Three young men run, jump, and kick off of a Coke machine.	Three men are jumping off a wall.	2.9636940360069275
672	The elderly and those with weakened immune systems are also urged to protect against mosquito bites.	But for the elderly and those with weakened immune systems, it can be fatal.	2.70144522190094
673	A moped in front of steps of ruins.	A moped in front of ruins.	4.615398645401001
674	Two black and white dogs at the bottom of stairs.	A dog is lying at the bottom of a staircase next to another standing dog.	3.9533627033233643
675	You need to read a lot to know what you like and what you don't.	You have to know what you want to do.	2.3586711287498474
676	A brown dog runs towards the camera on a dirt trail with mountains in the background.	A brown dog runs toward the camera down a rocky trail through the brush with mountains in the background.	4.638935327529907
677	Meat is being put into a skillet.	A woman is putting a baby into a trash can.	-0.2805846184492111
678	Can you do this?	Can you do it?	4.367190599441528
679	You may have to experiment and find what you like.	You have to find out what works for you.	1.6303670406341553
680	I don't think that there's any.	I don't think there are any benefits.	2.1930132806301117
681	A passenger train waiting at the city train station.	A passenger train with a yellow engine.	2.252690941095352
682	A girl is talking to her dad on a cellphone.	a girl is talking on her phone.	3.442811965942383
683	We believe we are fully prepared to roll out the [touch-screen] machines for the 2004 presidential primary, said Gilles W. Burger, State Board of Elections chairman.	We believe we are fully prepared to roll out the revised Diebold machines, said Gilles W. Burger, chairman of the Maryland State Board of Elections.	3.165494203567505
684	A man plays a guitar.	A man is playing a guitar.	4.943720698356628
685	Two dogs are running in the field.	Two dogs running in a field.	4.931683838367462
686	If you are not sure how to do it, don't do it at all.	If you do not have a very strong scientific reason to do it, don't.	2.23076730966568
687	if you don't want to derail the meeting, but the key is to speak up.	The key thing you need to do in this meeting is listen.	3.3147940039634705
688	A man is doing trick with play cards.	A man is performing a card trick.	4.576507806777954
689	A man and a woman are standing in front of a building	Two girls are sitting on an ATV on the sand in front of a bridge.	0.5398466438055038
690	There are two ways to start with: plunging and dripping.	There are two traditional ways to bend wood:	1.2028388679027557
691	A sheep beside a road and a lake.	A sheep is on the edge of a road with a lake and a mountain in the background.	4.379913508892059
692	A woman is picking a can.	A man is playing a guitar.	0.1765931025147438
693	A person is riding a motorcyle.	A person is chopping an onion.	0.4981987923383713
694	A woman is peeling shrimp.	A man is squeezing water.	0.31363919377326965
695	I have the same thing.	I have the same situation and have traveled extensively.	1.5779891610145569
696	A woman and a man embrace while watching a horror movie.	A man and a woman watch a movie together.	3.521242141723633
697	Two dogs play in the grass.	Two dogs playing in the snow.	3.137638568878174
698	Primer/paint will not work.	Nope that will not work.	1.0020340979099274
699	A maintenance guy is repairing a net on a tennis court.	A man removing a tennis net.	3.6800119280815125
700	I would look at this: U.S.	I would look at this way: 	2.062641680240631
701	Some 95 million Americans -- half of all households -- invest in mutual funds.	About half of all U.S. households have money in mutual funds.	3.6794668436050415
702	Three men sit on a bench.	two men sit on a bench.	2.8422704339027405
703	One woman is measuring another woman's ankle.	A woman measures another woman's ankle.	4.819999933242798
704	A young man wearing a striped shirt is holding two bicycles.	Young redheaded man holding two bicycles near beach.	3.862670660018921
705	The Swedish central bank was also meeting on Wednesday and widely expected to announce a cut on Thursday.	The Swedish central bank, also meeting on Wednesday, is widely expected to announce a cut on Thursday of as much as half a percentage point.	4.31113600730896
706	A dog prepares to herd three sheep with horns.	A dog and sheep run together.	2.806950807571411
707	This answer is based on my experience teaching undergraduate math in the US.	This answer is based on experience I did not researched for references.	0.8464132249355316
708	The key is you have to find something that works for you, and your goals.	You may want it, but the process given to you is what you have to work within.	1.543715000152588
709	A woman mixes up vegetables.	A woman is adding ingredients to a skillet.	2.283019721508026
710	You just have to base your answer on what you do know, which is what you want.	It depends on what you want to do next, and where you want to do it.	1.1086725443601608
711	A man is playing a guitar.	A woman is riding a horse.	-0.20351480692625046
712	A man tries to feed a mouse to a snake.	A man is teasing a snake with a mouse.	4.191516935825348
713	A little boy is singing and playing a guitar.	A man is singing and playing the guitar.	3.72149258852005
714	Looking to buy the latest Harry Potter?	Harry Potter's latest wizard trick?	2.9669389128684998
715	There is no test that can tell you if it is sealed or not.	There is no code telling you that you cannot do this.	0.9768253564834595
716	A small white dog climbs over a log.	a small dog steps onto a log.	3.600584864616394
717	Two cats sitting on a couch looking out the window.	A cat looking out of a window.	3.8975587487220764
718	A woman opens a window.	A man is crawling.	-0.10704176500439644
719	IDEC shareholders would own 50.5 percent of the stock of the combined company, and Biogen shareholders the remaining 49.5 percent.	The companies said Idec holders would own about 50.5 percent of the stock of the combined company.	4.271849691867828
720	Sculptor applying concrete to large statue of human figure standing with no head.	A person is standing in front of a building holding aloft some plywood	1.279444694519043
721	A woman is slicing some tofu.	A woman is cutting a block of tofu into small cubes.	3.9713838696479797
722	A monkey is playing drums.	Someone in a gorilla costume is playing a set of drums.	3.511604070663452
723	Some guy sitting on a couch watching television.	A guy is sitting on the couch watching TV	4.848349094390869
724	A girl in a riding hat on a horse.	A girl riding a tan horse.	4.028794765472412
725	Heatley was sixth in the league in goals last season with 41 and ninth in points with 89.	Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists.	3.4958773851394653
726	A man is riding an electric bicycle.	A man is riding a bicycle.	4.232659935951233
727	Yes, you should mention your experience.	Yes, you should make a résumé.	2.2089603543281555
728	Several swimmers jump into the water.	Swimmers are racing in a lake.	3.064650297164917
729	You have to decide what you want to get out of this.	You're probably going to have to read various blogs to get all the information you want.	0.9927693009376526
730	Have you tried asking your employees?	Have you tried asking?	2.6208364963531494
731	Chiron already has nearly 20 percent acceptances from PowderJect's shareholders.	Chiron has acceptances from holders of nearly 20 percent of PowderJect shares.	4.710021018981934
732	I think it's fine to ask this question.	I think it is okay to ask the question.	4.225413501262665
733	Those conversations had not taken place as of Tuesday night, according to an Oracle spokeswoman.	Those talks have not taken place, according to an Oracle spokeswoman.	3.904544711112976
734	It's not a good idea.	Not a good idea.	4.340289235115051
735	The Chelsea defender Marcel Desailly has been the latest to speak out.	Marcel Desailly, the France captain and Chelsea defender, believes the latter is true.	2.7822917699813843
736	They can be out of level by a bit, but flat is important.	Yes, although they can be a bit sour.	1.1601649969816208
737	Three dogs running in the dirt.	The yellow dog is running on the dirt road.	2.278927117586136
738	A cat laying on a red cushion looking at the camera.	A tan dog lying on a moggie bed looking up at the camera.	1.9169345498085022
739	The answers so far are already good, but I'd like to add a map for Switzerland:	You have a lot of answers already, but I'd like to add Curries as another solutions.	1.1796388030052185
740	In 1999, the building's owners, the Port Authority of New York and New Jersey, issued guidelines to upgrade the fireproofing to a thickness of 1{ inches.	The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.	4.2369067668914795
741	The discovery that the MAP bug is present in the vast majority of Crohn's sufferers means it is almost certainly causing the intestinal inflammation, it said in a statement.	The researchers say that the fact the MAP bug is present in the vast majority of Crohns sufferers means it is almost certainly causing the intestinal inflammation.	4.895516633987427
742	Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.	The scientist also quarantined himself at home as soon as he developed SARS symptoms, officials said.	4.010283350944519
743	A red and white bus drives down an England street.	A red and white England bus drives down the street.	4.914555549621582
744	A man is holding a leaf.	A monkey is fighting a man.	0.8596378564834595
745	Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote while the independent Dragan Hajdukovic got four percent.	Miodrag Zivkovic, the leader of the pro-independence opposition Liberal Alliance, came in second with 31 percent of the vote.	3.551436960697174
746	The compensation committee will prohibit securities industry directors from sitting on it.	The exchange also said its five-person compensation committee will consist only of directors from outside the securities industry.	2.9532191157341003
747	Adding aspirin to the water could kill the plant.	Men are trying to remove oil from a body of water.	0.7750795036554337
748	A man is lifting weights.	A man is chopping egg plant.	0.7236067950725555
749	Three guys playing a pro game of basketball.	two guys playing a game of baseball.	1.5438717603683472
750	I have the same thing.	I have the same problem.	3.645543158054352
751	The man is talking.	A man is walking down stairs.	1.186380535364151
752	The Dow Jones industrial average .DJI ended up 56.79 points, or 0.67 percent, at 8,588.36 -- its highest level since January 17.	The Dow Jones Industrial Average ($DJ: news, chart, profile) rose 56 points, or 0.7 percent, to 8,588.	2.4612894654273987
753	"Mr Eddington warned yesterday that the future of the airline was ""in the hands of the negotiators""."	The future of BA is in the hands of the negotiators, Eddington told British Broadcasting Corp. television on Sunday.	3.51601243019104
754	A kitten is drinking milk from a bowl.	A small child is drinking water from a cup.	2.22811758518219
755	A group of people living in the desert	A group of people in the middle of the desert.	4.200812578201294
756	The train heads down the tracks and along the hedge.	a dog on the floor of a patio looks at a cat on the fence.	0.560091957449913
757	Woman playing tennis and hitting the ball.	A woman is playing volley ball.	3.457353115081787
758	Graves reported from Albuquerque, Villafranca from Austin and Ratcliffe from Laredo.	Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque.	2.6259958744049072
759	"He playfully chided the Senate's ""little bitty tax relief plan."""	We don't need a little bitty tax relief plan.	2.200523018836975
760	I'm thinking it's a bad idea. 	I think it's a bad idea.	4.428911209106445
761	You can use it, too.	You can do it, too.	3.418692946434021
762	A  man is dancing.	A man and woman is dancing.	3.970555067062378
763	The women are trying to sell something to the individual.	The men are trying to make some money.	2.6504379510879517
764	The man is using a camera to hammer a nail.	Someone is banging a camera lense against a nail.	3.506070375442505
765	The government did not identify the taikonauts — a term coined from ‘‘taikong,’’ the Chinese word for space — who would travel on the second mission.	The government did not identify the taikonauts -- a term coined from taikong, the Chinese word for space.	4.280712008476257
766	Waksal has pleaded guilty to securities fraud and is to be sentenced next week.	Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.	3.5011637210845947
767	A man is cycling.	A man is talking.	0.7901975512504578
768	A woman is playing an electric guitar.	A man is playing an acoustic guitar.	3.2370799779891968
769	One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.	Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.	4.017186760902405
770	The polar bears fought over the kill.	Polar bears are fighting each other.	3.8912010192871094
771	The man is throwing knives at a tree.	A man is throwing blades into a close target outside.	2.9755210876464844
772	The new analysis found that 32 of the 16,608 participants developed ovarian cancer during about 5 years of follow-up.	The new analysis found that 32 of 16,608 participants developed ovarian cancer in about 5 1/2 years of follow-up, including 20 women taking hormones.	4.287318289279938
773	Three dolphins are jumping out of a pool in front of a crowd of people.	A man is giving a presentation in front of a lot of people.	1.3241621851921082
774	The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock.	Under the proposed terms of the transaction, and following the spinoff of PalmSource, Palm will exchange 0.09 shares for each share of Handspring.	4.1569676995277405
775	The # 2 greyhound dog is running around a track.	a muzzled greyhound dog is running around a track	4.177122414112091
776	There's not a lot you can do about that.	There's not that much that you can do with a sourdough starter.	1.8075266480445862
777	A man is playing a harp.	A man is playing a keyboard.	1.1948930472135544
778	A girl is jumping.	A boy is rock climbing.	0.5173495039343834
779	Black and white cow standing near pile of snow.	a black and white cow standing in the field.	3.4505057334899902
780	If you haven't, you should.	You should, but you don't have to.	3.281733989715576
781	You are not disclosing key info.	No you are not.	1.1092793196439743
782	But Odette is the first to form over the Caribbean Sea in December, the Center said.	It is the first named storm to develop in the Caribbean in December.	3.714733123779297
783	A man is playing a guitar.	A man is playing a trumpet.	1.9155752658843994
784	A man is riding a horse by a creek.	A man is riding a horse.	4.011808335781097
785	A group of people sit at a table in an Italian restaurant.	A group of six people sitting at a table with salad served.	2.4213415384292603
786	A man sitting cross legged on the grass, with a tree in the background.	Ocean liner close to coast with houses in the background.	0.1637963205575943
787	A woman riding a brown horse.	A woman taking her own photo from above.	0.6501148641109467
788	Yes, you should mention your experience.	Yes, you should mention it.	3.2699453830718994
789	A person dices up an orange pepper.	The cook is slicing bell peppers.	2.432982921600342
790	This doesn't answer your question, but:	This is a part answer to your question	2.7952346205711365
791	A harnessed dog leaps over a log as another dog follows behind.	A brown and white dog is leaping over a log in a field while another dog follows behind it.	3.6831963062286377
792	A man is cutting paper with a sword.	A woman is cutting a tomato.	1.4929461479187012
793	A man is talking on the phone.	A man is moon-walking across a store.	0.6201109290122986
794	The panda bear lay on the logs.	A panda is lying down.	3.4806570410728455
795	Black bird standing on concrete.	Blue bird standing on green grass.	2.5761425495147705
796	There are two things to consider:	There are two possible causes for this:	0.5996642261743546
797	A man is pouring rice a roni into a pan.	A man poured ric-a-roni into a pan.	3.7057289481163025
798	A woman is posing for a Christmas card.	A girl is taking a photo.	0.8044256269931793
799	Three men posing in a tent.	Three men eating in a kitchen.	2.744174003601074
800	A very retro living room with a television in it.	A grey cat lying on a wooden table.	0.2941920608282089
801	"Kids, adults, booksellers and postal workers all are preparing for ""Harry Potter and the Order of the Phoenix."""	"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix."""	1.6649505496025085
802	a black and white dog jumping in the air to catch a Frisbee	A black and white dog jumping in a yard.	3.140072226524353
803	A young girl with dirt on her face and a red child's bike is in the background.	The old woman in shorts and a white t-shirt is standing on a path watching children play.	0.7199141383171082
804	A man is playing the drums.	A man is playing the guitar.	1.9165459275245667
805	Yes, it is possible to publish a paper on model analysis.	Yes, it is hard to publish in a peer reviewed journal.	1.8603016436100006
806	A child wearing blue and white shorts is jumping in the surf.	A girl wearing green twists something in her hands.	0.3360547870397568
807	This is a great one... 	This is a difficult one.	1.7692974209785461
808	What kind of insulation is it?	What kind of floors are above?	1.2669481337070465
809	A boy is crawling into a dog house.	A boy is playing a wooden flute.	0.7972981035709381
810	The American Express Corp. has pledged at least $3 million of more than $5 million needed.	The city had requested federal funds, but withdrew that request when American Express pledged at least $3 million.	3.669559359550476
811	His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.	His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.	3.481934070587158
812	The head of a child with dark glasses is in focus.	There is a woman with a full head of hair.	1.1667948961257935
813	a small bird sitting on a branch in winter.	A small bird perched on an icy branch.	4.385370910167694
814	To give this an answer:	I'll answer this question:	2.9585105180740356
815	The woman is measuring the other woman.	The lady measured the other woman's ankle.	3.627517521381378
816	Q: Can I buy coverage for prescription drugs right away?	Congress has added a new benefit - an option to buy insurance coverage for prescription drugs.	2.678866982460022
817	A young boy with his hair standing up, is sliding down a blue slide	The kid in the orange shirt is sliding down a teal slide.	2.3631998896598816
818	A man is playing piano.	A man is playing a violin.	2.0644310116767883
819	A woman opens a window.	A woman is looking out a window.	3.992951214313507
820	The men played follow the leader on the grass.	The rhino grazed on the grass.	1.5195487439632416
821	A yellow bird is eating fruit on a wire grate.	A yellow bird eating fruit on a bird feeder.	4.424375295639038
822	You don't have to know.	You don't have equipments/facilities to do research in B.	1.094287484884262
823	Bremer, 61, is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.	Bremer, 61, is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger.	3.635416030883789
824	There are two possible causes for this:	There are two options for you - 	0.7486305385828018
825	A woman puts make-up on.	A woman is putting on eyeshadow.	2.959868609905243
826	A large pile of wooden items piled high.	A large pile of scrap wood.	3.4265413880348206
827	You don't have to know.	You have no need to do anything.	2.4897997081279755
828	I think you've pretty much done your review.	You've pretty much answered your own question.	1.7242038249969482
829	A little girl in an orange striped outfit is airborne whilst bouncing on a bed.	A dog in a red shirt is chasing a squirrel through the glass.	0.04550307057797909
830	Vietnamese citizens need a visa to visit the USA.	Nepalese citizens require a visa to visit the UK.	1.3237018883228302
831	Rocky and Apollo Creed are running down the beach.	The men are jogging on the beach.	2.8511345386505127
832	Hormone replacement therapy that combines estrogen and progestin doubles a woman's risk of breast cancer, a British study of more than a million women has found.	A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer, especially when women receive a combination of estrogen and progestin.	4.542226195335388
833	You just have to base your answer on what you do know, which is what you want.	So if that's what you need, you really do have to be explicit about it.	1.8351967632770538
834	A green car parked at a saloon.	A green car parked outside the saloon.	4.815972447395325
835	Three children playing on a floor with toys.	Three children sitting in floor playing with several toys.	4.802147448062897
836	A women painting a chair with a dining room in the background.	A man and boy walking along a beach with the sea in the background.	0.11035304516553879
837	Lawtey is not the first faith-based program in Florida's prison system.	But Lawtey is the first entire prison to take that path.	2.892885208129883
838	You don't have to worry.	Since you have one ticket, you don't have to worry.	3.06566059589386
839	It will take time to oust die-hard remnants of Saddam Hussein's deposed regime in Iraq, Defense Secretary Donald H. Rumsfeld said Tuesday.	Defense Secretary Donald H. Rumsfeld said Tuesday it will take time to locate die-hard remnants of Saddam Hussein's deposed regime in Iraq.	4.486594200134277
840	The American conservatives are clearly in the minority within the Episcopal Church.	The letter indicates the Vatican's interest in bolstering conservatives within the Episcopal Church.	2.559671700000763
841	Perry has since called two special legislative sessions to try force the redistricting plan through.	Since then, Texas Gov. Rick Perry has called two special sessions trying to push the measure through.	3.7567901611328125
842	Yucaipa owned Dominick's before selling the chain to Safeway in 1998 for $2.5 billion.	Yucaipa bought Dominick's in 1995 for $693 million and sold it to Safeway for $1.8 billion in 1998.	4.119695425033569
843	four children are playing on a trampoline.	Four kids are jumping on a trampoline.	4.654929935932159
844	The dog plays in the park.	The dog leaps over the fence in the park.	3.75119686126709
845	Advanced Micro Devices said Fujitsu Siemens Computers is offering a high-end workstation based on AMD's Opteron 200 Series.	Fujitsu Siemens Computers on Tuesday made good on a promise to offer a workstation based on Advanced Micro Devices' Opteron processor.	3.836658298969269
846	I am not sure this is the right site for the question.	I am not sure this question would have made much sense to the Romans themselves.	1.4418551325798035
847	What are your goals?	What are you goals?	4.927266240119934
848	This is a terrible idea.	This is a bad idea.	4.384540617465973
